quarter,Python,SQL,React,Power BI,Excel,Java,C++,Oracle,JavaScript,AWS,Tableau,C#,Jira,HTML,Windows,Visual Basic,Unix,SQL Server,Docker,C,CSS,COBOL,XML,PostgreSQL,Node.js,Jenkins,TypeScript,Kubernetes,PHP,Linux,Azure,ASP.NET,ASP,LLMs,Terraform,Db2,Angular,MySQL,jQuery,Windows NT,Git,Perl,Snowflake,Spring Boot,Figma,pandas,R,Active Directory,MongoDB,GitHub,S3,GCP,Salesforce,Kafka,JSP,MS Access,PowerBuilder,Azure DevOps,GitHub Actions,.NET,Solaris,Databricks,PL/SQL,Next.js,Crystal Reports,SharePoint,AJAX,Selenium,PyTorch,SAP,Bootstrap,J2EE,Postman,ServiceNow,NumPy,Flask,MATLAB,EC2,Splunk,Confluence,Django,TCP/IP,scikit-learn,IIS,Ansible,TensorFlow,JSON,VMware,Novell,Spark,PowerShell,GraphQL,Airflow,Vue.js,Go,SSIS,Flash,SSRS,Delphi,Hadoop
2008Q4,0.9853,2.3948,0.0889,0.0684,1.9432,2.4495,1.4369,1.4642,2.5453,0.2053,0.1232,2.8259,0.3079,2.1143,1.3000,0.4584,0.6432,1.7516,0.0547,0.6363,1.7311,0.2463,1.3206,0.2805,0.1095,0.1505,0.0684,0.0547,1.8953,1.4574,0.1232,1.4437,0.2600,0.0000,0.0137,0.4516,0.1642,1.4848,0.9853,0.0205,0.1505,0.7732,0.0068,0.0274,0.0000,0.0205,0.1026,1.0332,0.0411,0.0137,0.0479,0.0411,0.1779,0.0205,0.5063,0.3353,0.0753,0.0205,0.0000,0.9374,0.3216,0.0068,0.5269,0.0068,0.5132,0.8142,0.8690,0.1437,0.0000,0.6705,0.1095,0.3695,0.0137,0.0616,0.0137,0.0137,0.3284,0.0411,0.0821,0.0205,0.0684,0.1711,0.0000,0.2532,0.0411,0.0000,0.2805,0.6295,0.0205,0.0068,0.2121,0.0000,0.0000,0.0205,0.0342,0.4653,0.3626,0.3969,0.0889,0.0889
2009Q1,1.0120,2.1584,0.1132,0.0708,1.8682,2.4485,1.4012,1.4932,2.4627,0.2052,0.1557,2.6820,0.3680,2.1584,1.1606,0.4529,0.5874,1.7692,0.0566,0.6015,1.7762,0.2477,1.2172,0.2972,0.1061,0.0778,0.0708,0.0283,1.8753,1.4153,0.1132,1.4719,0.2052,0.0000,0.0071,0.4388,0.1911,1.4861,1.0332,0.0283,0.1698,0.7077,0.0071,0.0212,0.0000,0.0142,0.1061,1.0049,0.0566,0.0283,0.0708,0.0425,0.1628,0.0212,0.4246,0.2760,0.0495,0.0142,0.0000,0.8421,0.3184,0.0071,0.4883,0.0071,0.4812,0.7643,0.8917,0.1132,0.0000,0.6369,0.1061,0.3680,0.0354,0.0425,0.0142,0.0142,0.4317,0.0425,0.0637,0.0708,0.0849,0.2194,0.0000,0.2972,0.0283,0.0000,0.2760,0.5591,0.0212,0.0000,0.1698,0.0142,0.0000,0.0212,0.0354,0.4671,0.3255,0.3963,0.0849,0.0708
2009Q2,0.9682,2.0025,0.1027,0.0734,1.7678,2.3546,1.3057,1.4157,2.3986,0.2347,0.1394,2.4353,0.3521,2.1492,1.1443,0.4034,0.5941,1.7384,0.0513,0.5575,1.7751,0.2347,1.0929,0.2714,0.1100,0.0660,0.0660,0.0293,1.7898,1.3937,0.1247,1.4010,0.1687,0.0000,0.0147,0.4108,0.2127,1.4670,1.0636,0.0293,0.1614,0.5648,0.0147,0.0220,0.0073,0.0073,0.0954,0.9536,0.0734,0.0293,0.0660,0.0367,0.2054,0.0073,0.3888,0.2347,0.0807,0.0073,0.0000,0.8069,0.3301,0.0000,0.4621,0.0073,0.4621,0.7775,0.8729,0.1100,0.0000,0.6382,0.1027,0.3668,0.0293,0.0440,0.0000,0.0220,0.4548,0.0587,0.0513,0.0734,0.0880,0.2201,0.0000,0.2641,0.0367,0.0000,0.2861,0.5501,0.0220,0.0000,0.1467,0.0147,0.0000,0.0220,0.0293,0.4694,0.3081,0.3961,0.0660,0.0587
2009Q3,0.9638,2.0166,0.1112,0.0741,1.9202,2.3799,1.2085,1.3419,2.2539,0.2372,0.1409,2.3725,0.4078,2.1871,1.0083,0.4300,0.5264,1.7497,0.0519,0.5709,1.8609,0.1631,1.0676,0.2595,0.0890,0.1112,0.0371,0.0445,1.8016,1.2900,0.1186,1.2900,0.1631,0.0000,0.0222,0.3633,0.2002,1.4976,1.1195,0.0297,0.1928,0.5486,0.0148,0.0222,0.0148,0.0222,0.1631,0.9342,0.0816,0.0445,0.0593,0.0371,0.1853,0.0000,0.3929,0.2298,0.0816,0.0074,0.0074,0.7859,0.2891,0.0074,0.4226,0.0148,0.4448,0.7859,0.8081,0.1186,0.0000,0.6747,0.1038,0.3707,0.0297,0.0445,0.0371,0.0222,0.4819,0.0297,0.0297,0.0890,0.0964,0.1928,0.0074,0.2521,0.0593,0.0000,0.2669,0.4819,0.0000,0.0000,0.1483,0.0148,0.0000,0.0074,0.0222,0.3855,0.3040,0.3781,0.0667,0.0445
2009Q4,0.9671,2.0505,0.1091,0.0727,1.8541,2.4067,1.2506,1.3015,2.2250,0.2254,0.1527,2.3631,0.3926,2.1595,0.9743,0.5017,0.4581,1.6796,0.0509,0.5381,1.8832,0.2036,1.0543,0.2545,0.1091,0.1600,0.0218,0.0436,1.7960,1.3015,0.1091,1.3088,0.1672,0.0073,0.0291,0.4217,0.2181,1.4906,1.0979,0.0218,0.2036,0.5817,0.0145,0.0145,0.0218,0.0145,0.1818,0.9889,0.1236,0.0436,0.0800,0.0218,0.2472,0.0073,0.3999,0.2690,0.0654,0.0145,0.0145,0.7926,0.2545,0.0145,0.3854,0.0145,0.4145,0.8216,0.7707,0.1600,0.0073,0.6617,0.1527,0.3781,0.0291,0.0873,0.0364,0.0291,0.4726,0.0582,0.0291,0.0945,0.0873,0.1745,0.0073,0.2981,0.0654,0.0073,0.2618,0.5017,0.0000,0.0073,0.1527,0.0145,0.0000,0.0145,0.0218,0.4217,0.3054,0.4363,0.0582,0.0654
2010Q1,1.0129,2.1935,0.1140,0.0872,1.9050,2.6026,1.2074,1.3483,2.2203,0.3153,0.1878,2.3947,0.3756,2.0526,0.9726,0.4561,0.4763,1.6367,0.0604,0.5836,1.7239,0.1677,0.9324,0.2616,0.1274,0.2214,0.0470,0.0402,1.4891,1.2342,0.1207,1.1873,0.2415,0.0067,0.0335,0.4360,0.1543,1.4086,1.1135,0.0067,0.1945,0.5500,0.0335,0.0134,0.0268,0.0134,0.2146,0.9525,0.1409,0.0268,0.0470,0.0268,0.2750,0.0201,0.4427,0.2951,0.0872,0.0201,0.0134,0.7781,0.2750,0.0134,0.3823,0.0067,0.3823,0.8787,0.7312,0.2146,0.0067,0.5836,0.1476,0.3756,0.0201,0.1140,0.0335,0.0268,0.4092,0.0805,0.0335,0.0470,0.1006,0.0939,0.0067,0.2549,0.0738,0.0268,0.3019,0.5165,0.0134,0.0470,0.2146,0.0067,0.0134,0.0067,0.0134,0.4561,0.2817,0.4427,0.0738,0.0939
2010Q2,1.0493,2.2888,0.1779,0.0920,2.0065,2.5894,1.2272,1.3868,2.2274,0.3129,0.2025,2.5219,0.4234,1.9881,0.9879,0.4541,0.4111,1.5279,0.0736,0.5829,1.7488,0.1902,0.9266,0.2577,0.1595,0.2577,0.0614,0.0552,1.4358,1.1965,0.1350,1.1659,0.2332,0.0061,0.0245,0.4173,0.1411,1.3745,1.0984,0.0000,0.2516,0.5584,0.0245,0.0245,0.0184,0.0123,0.2148,0.9020,0.1350,0.0368,0.0675,0.0368,0.2823,0.0368,0.4111,0.3191,0.0736,0.0307,0.0123,0.7793,0.2639,0.0184,0.4418,0.0061,0.3559,0.9204,0.6443,0.2700,0.0123,0.5829,0.1718,0.3498,0.0245,0.1104,0.0368,0.0245,0.4602,0.0736,0.0491,0.0736,0.1104,0.0859,0.0123,0.2270,0.0736,0.0245,0.2639,0.5216,0.0123,0.0491,0.1902,0.0123,0.0123,0.0245,0.0123,0.4173,0.2516,0.4479,0.0675,0.1166
2010Q3,0.9927,2.2665,0.1894,0.1033,1.9337,2.5648,1.2279,1.3656,2.3238,0.3787,0.2180,2.6337,0.4590,1.9968,0.9869,0.4189,0.4303,1.5320,0.0803,0.5853,1.7214,0.2066,0.9525,0.2639,0.1664,0.2525,0.0631,0.0574,1.4345,1.2336,0.1836,1.1877,0.2639,0.0057,0.0115,0.3959,0.1434,1.3255,1.1074,0.0057,0.2238,0.5681,0.0287,0.0230,0.0115,0.0057,0.1951,0.8779,0.1549,0.0344,0.0746,0.0402,0.2639,0.0402,0.4189,0.3098,0.0631,0.0344,0.0057,0.7631,0.2123,0.0172,0.4533,0.0115,0.3271,0.8664,0.6885,0.2639,0.0115,0.5967,0.1664,0.3730,0.0230,0.1090,0.0172,0.0344,0.4935,0.0861,0.0803,0.1033,0.0975,0.0975,0.0172,0.2410,0.0516,0.0287,0.2926,0.5681,0.0172,0.0689,0.2180,0.0230,0.0115,0.0344,0.0230,0.5107,0.2754,0.4418,0.0631,0.1721
2010Q4,0.9567,2.2873,0.1705,0.1155,1.9574,2.5513,1.1712,1.3746,2.3588,0.4069,0.2364,2.4358,0.5553,2.0344,0.9567,0.3849,0.4564,1.5506,0.0770,0.5718,1.7265,0.2199,0.9402,0.2804,0.1540,0.2639,0.0605,0.0550,1.4021,1.2371,0.2034,1.0832,0.2639,0.0000,0.0110,0.3794,0.1595,1.3416,1.1162,0.0110,0.2364,0.5114,0.0330,0.0220,0.0055,0.0055,0.1650,0.8688,0.1265,0.0385,0.0605,0.0385,0.2584,0.0440,0.4124,0.2914,0.0660,0.0330,0.0000,0.7148,0.2034,0.0110,0.4564,0.0110,0.3134,0.9402,0.6048,0.2584,0.0110,0.6048,0.1595,0.3354,0.0330,0.0715,0.0165,0.0275,0.4784,0.0660,0.0990,0.1265,0.0880,0.1100,0.0220,0.2089,0.0440,0.0220,0.2969,0.5718,0.0165,0.0715,0.2639,0.0275,0.0165,0.0330,0.0275,0.4674,0.2364,0.3904,0.0440,0.1759
2011Q1,0.9615,2.3932,0.1603,0.1122,1.9712,2.5427,1.2286,1.3996,2.4145,0.3472,0.2083,2.4199,0.5876,2.1581,0.9562,0.3579,0.4594,1.5705,0.0641,0.5075,1.7949,0.2030,0.9348,0.2778,0.1442,0.2885,0.0588,0.0588,1.4476,1.2019,0.2030,0.9882,0.1870,0.0000,0.0214,0.3045,0.2083,1.3622,1.1485,0.0107,0.2404,0.5075,0.0214,0.0481,0.0107,0.0160,0.1656,0.9455,0.1389,0.0534,0.0534,0.0427,0.2404,0.0427,0.3579,0.2457,0.0641,0.0374,0.0000,0.7425,0.1389,0.0214,0.4060,0.0160,0.3098,0.9295,0.5716,0.2671,0.0107,0.6143,0.1763,0.2991,0.0214,0.0641,0.0214,0.0267,0.5235,0.0641,0.1015,0.1335,0.0801,0.1335,0.0214,0.2190,0.0267,0.0053,0.2778,0.5449,0.0053,0.0534,0.2724,0.0214,0.0053,0.0481,0.0267,0.4808,0.2190,0.4327,0.0321,0.1656
2011Q2,1.0319,2.3841,0.1169,0.1017,1.9774,2.6230,1.1895,1.3623,2.5010,0.3863,0.2033,2.3231,0.6100,2.2367,0.9303,0.3457,0.4067,1.5708,0.0915,0.5134,1.7334,0.2288,0.9455,0.2999,0.1525,0.3609,0.0407,0.0610,1.4437,1.2810,0.1932,0.9913,0.1728,0.0051,0.0203,0.3101,0.2440,1.3064,1.2861,0.0102,0.2491,0.4524,0.0305,0.0508,0.0102,0.0203,0.1576,0.9963,0.1779,0.0712,0.0508,0.0508,0.2796,0.0508,0.3609,0.1932,0.0508,0.0254,0.0000,0.7371,0.1373,0.0153,0.3660,0.0203,0.2542,0.9099,0.5439,0.2898,0.0051,0.6456,0.1576,0.2796,0.0458,0.0661,0.0153,0.0153,0.5033,0.0712,0.1271,0.1271,0.1017,0.1423,0.0153,0.2338,0.0458,0.0102,0.2999,0.5236,0.0153,0.0559,0.3101,0.0153,0.0102,0.0356,0.0305,0.4728,0.2338,0.4016,0.0305,0.1728
2011Q3,1.1507,2.4859,0.1020,0.1068,2.0635,2.6413,1.2235,1.4614,2.6316,0.4030,0.2379,2.2432,0.6700,2.2869,0.9177,0.3399,0.4515,1.6120,0.0971,0.5195,1.7868,0.1796,0.8934,0.3107,0.1602,0.3836,0.0291,0.0583,1.4469,1.2332,0.1505,0.9711,0.1117,0.0049,0.0340,0.2719,0.3010,1.2721,1.3401,0.0049,0.3447,0.4078,0.0291,0.0486,0.0146,0.0194,0.1991,0.9565,0.1894,0.0825,0.0437,0.0486,0.3253,0.0583,0.3496,0.2282,0.0631,0.0243,0.0049,0.7429,0.1602,0.0097,0.3690,0.0097,0.2573,0.9371,0.5341,0.3399,0.0049,0.5972,0.1554,0.2428,0.0486,0.0631,0.0097,0.0097,0.5195,0.0631,0.1214,0.1165,0.1359,0.1457,0.0097,0.2233,0.0534,0.0194,0.3107,0.5001,0.0146,0.0388,0.3010,0.0049,0.0097,0.0291,0.0340,0.4952,0.1748,0.4758,0.0388,0.1359
2011Q4,1.2200,2.5214,0.1292,0.1100,2.0334,2.6554,1.2631,1.3971,2.6937,0.3828,0.2440,2.3827,0.6411,2.3540,0.9330,0.3253,0.4354,1.5406,0.1244,0.5550,1.8181,0.1531,0.8803,0.3062,0.2057,0.4210,0.0431,0.0670,1.4880,1.2057,0.1579,1.0287,0.1005,0.0048,0.0431,0.2871,0.3110,1.2440,1.4018,0.0000,0.3732,0.4210,0.0239,0.0622,0.0144,0.0191,0.2009,0.9569,0.1962,0.1005,0.0383,0.0526,0.3732,0.0670,0.3445,0.2153,0.0622,0.0191,0.0048,0.7464,0.1722,0.0239,0.3684,0.0096,0.2392,0.8851,0.5646,0.3588,0.0000,0.6268,0.1531,0.2344,0.0478,0.0813,0.0144,0.0096,0.5598,0.0718,0.1148,0.1100,0.1579,0.1387,0.0048,0.2344,0.0622,0.0191,0.3445,0.5072,0.0144,0.0431,0.2536,0.0000,0.0048,0.0335,0.0239,0.4928,0.1722,0.4784,0.0478,0.1483
2012Q1,1.2551,2.5333,0.1338,0.1384,2.1734,2.6533,1.2367,1.3659,2.8241,0.5768,0.3138,2.3764,0.7199,2.4226,0.9090,0.3138,0.4107,1.5043,0.1753,0.5676,1.9519,0.1707,0.9044,0.3276,0.3138,0.5168,0.0554,0.0831,1.4812,1.2044,0.2169,1.0383,0.0969,0.0046,0.0415,0.3092,0.3830,1.2274,1.4951,0.0000,0.4707,0.4199,0.0369,0.0461,0.0185,0.0231,0.1984,1.0106,0.2123,0.1338,0.0923,0.0877,0.4384,0.0646,0.4153,0.2169,0.0461,0.0231,0.0046,0.6737,0.1753,0.0277,0.4061,0.0092,0.1846,0.8952,0.5399,0.3645,0.0092,0.6183,0.1984,0.2353,0.0600,0.0969,0.0185,0.0185,0.5076,0.0969,0.1661,0.1430,0.1800,0.1292,0.0092,0.2077,0.1061,0.0231,0.3461,0.5353,0.0185,0.0415,0.2584,0.0000,0.0092,0.0323,0.0369,0.4338,0.1338,0.4430,0.0461,0.1753
2012Q2,1.3472,2.5836,0.1684,0.1684,2.2646,2.5526,1.2719,1.3605,2.9249,0.6160,0.3767,2.4019,0.7933,2.6235,0.8996,0.2792,0.4520,1.4890,0.1595,0.5185,2.1582,0.1462,0.8642,0.3191,0.3279,0.5628,0.0709,0.0753,1.4536,1.1389,0.2260,0.9395,0.0842,0.0044,0.0576,0.3058,0.4254,1.1877,1.5599,0.0044,0.5052,0.4830,0.0310,0.0532,0.0266,0.0310,0.2482,0.9927,0.2172,0.1152,0.0798,0.0753,0.4077,0.0665,0.4121,0.2304,0.0355,0.0310,0.0044,0.6559,0.1728,0.0266,0.4210,0.0089,0.2127,0.8908,0.5805,0.3944,0.0089,0.6071,0.2659,0.2393,0.0443,0.0931,0.0266,0.0222,0.5096,0.1064,0.1462,0.1551,0.1728,0.1197,0.0133,0.2039,0.1064,0.0177,0.4033,0.5318,0.0133,0.0443,0.2615,0.0133,0.0222,0.0310,0.0399,0.4565,0.0886,0.4476,0.0487,0.1684
2012Q3,1.4183,2.4443,0.1811,0.1767,2.2718,2.5176,1.1941,1.2286,2.8969,0.6509,0.3664,2.4055,0.8148,2.6297,0.8924,0.2630,0.4009,1.4916,0.1595,0.4699,2.1425,0.1897,0.8794,0.3621,0.3621,0.5863,0.0905,0.0604,1.4054,1.1683,0.2371,0.9053,0.1121,0.0043,0.0647,0.3104,0.4785,1.2502,1.5778,0.0086,0.4828,0.4871,0.0302,0.0604,0.0259,0.0302,0.2673,1.0260,0.2199,0.1552,0.1078,0.0776,0.4009,0.0733,0.3923,0.1767,0.0216,0.0302,0.0000,0.6251,0.1595,0.0259,0.4052,0.0086,0.1897,0.8622,0.5518,0.4009,0.0086,0.6380,0.3061,0.2242,0.0560,0.1336,0.0259,0.0302,0.5130,0.1466,0.1638,0.1552,0.1552,0.1207,0.0129,0.2026,0.1250,0.0043,0.4268,0.5604,0.0129,0.0517,0.2543,0.0129,0.0302,0.0388,0.0302,0.4354,0.0992,0.4095,0.0474,0.1983
2012Q4,1.4718,2.4656,0.1903,0.1945,2.3092,2.6010,1.1630,1.2349,2.9351,0.7359,0.3722,2.3430,0.8416,2.6898,0.8966,0.2453,0.4187,1.5141,0.1523,0.4272,2.2034,0.2072,0.8543,0.3849,0.3764,0.5667,0.0804,0.0592,1.3787,1.1842,0.2199,0.8458,0.0930,0.0042,0.0592,0.2707,0.5371,1.3068,1.5690,0.0085,0.4948,0.4864,0.0338,0.0677,0.0254,0.0338,0.2918,1.0446,0.2495,0.1565,0.1311,0.0888,0.3679,0.0677,0.3891,0.1945,0.0254,0.0381,0.0000,0.6005,0.1480,0.0169,0.3933,0.0085,0.2411,0.8289,0.5371,0.4229,0.0127,0.6175,0.3130,0.2368,0.0804,0.1142,0.0254,0.0338,0.4864,0.1607,0.1523,0.1649,0.1269,0.1269,0.0127,0.1988,0.1353,0.0211,0.4314,0.5625,0.0127,0.0381,0.3003,0.0211,0.0296,0.0381,0.0423,0.4610,0.0973,0.4441,0.0381,0.1734
2013Q1,1.5879,2.5580,0.2280,0.1949,2.2968,2.5580,1.1318,1.1982,3.0100,0.6841,0.4104,2.3549,0.9080,2.7446,0.9287,0.2280,0.4312,1.4552,0.1700,0.3814,2.2637,0.2073,0.8499,0.4063,0.4146,0.5638,0.0871,0.0580,1.4013,1.1774,0.2114,0.8292,0.0829,0.0083,0.0705,0.2778,0.5514,1.3184,1.6169,0.0124,0.5265,0.4643,0.0290,0.0912,0.0124,0.0249,0.3151,0.9245,0.2944,0.1285,0.1244,0.0746,0.3814,0.0829,0.3814,0.1990,0.0249,0.0249,0.0000,0.6053,0.1617,0.0041,0.3773,0.0124,0.2861,0.7214,0.5182,0.4146,0.0041,0.6177,0.3524,0.2322,0.0954,0.1202,0.0166,0.0373,0.5182,0.1617,0.1202,0.1658,0.1119,0.1451,0.0166,0.1990,0.1244,0.0332,0.4395,0.5597,0.0083,0.0580,0.3068,0.0332,0.0415,0.0290,0.0415,0.4934,0.0871,0.4685,0.0290,0.1949
2013Q2,1.7859,2.5867,0.2202,0.2242,2.4906,2.6668,1.0731,1.1452,3.0392,0.7047,0.4605,2.2744,0.9490,2.7028,0.9610,0.2803,0.4244,1.4815,0.2002,0.4485,2.2303,0.1762,0.8369,0.4605,0.4925,0.5686,0.0841,0.0841,1.3694,1.1732,0.2723,0.8449,0.0921,0.0040,0.0721,0.2483,0.6447,1.4175,1.5176,0.0120,0.6367,0.4365,0.0360,0.0961,0.0080,0.0521,0.3163,0.9089,0.3123,0.1762,0.1682,0.1001,0.4004,0.1041,0.3764,0.2322,0.0320,0.0360,0.0040,0.5886,0.1522,0.0160,0.3724,0.0160,0.3043,0.7127,0.4765,0.3724,0.0080,0.5766,0.3764,0.2443,0.1121,0.1321,0.0320,0.0400,0.5686,0.1842,0.1361,0.1722,0.1241,0.1321,0.0280,0.1882,0.1241,0.0360,0.4284,0.5646,0.0080,0.0841,0.2843,0.0240,0.0360,0.0320,0.0400,0.4685,0.0921,0.4244,0.0280,0.2242
2013Q3,1.9494,2.6683,0.2735,0.2578,2.6136,2.7308,1.0704,1.2462,3.0355,0.7579,0.5352,2.2932,1.0275,2.7542,0.9884,0.2813,0.4297,1.3634,0.2539,0.4532,2.2620,0.1524,0.8126,0.4493,0.5587,0.6368,0.0938,0.1250,1.3283,1.1798,0.3125,0.8165,0.0820,0.0039,0.0859,0.2305,0.7735,1.3205,1.5002,0.0078,0.6759,0.4102,0.0352,0.0977,0.0039,0.0625,0.3985,0.9571,0.3204,0.1719,0.1992,0.1211,0.4493,0.1172,0.3594,0.2188,0.0352,0.0391,0.0039,0.6055,0.1485,0.0273,0.3633,0.0195,0.3204,0.7188,0.4571,0.3555,0.0078,0.5665,0.4571,0.2539,0.1055,0.1367,0.0469,0.0586,0.5860,0.1992,0.1524,0.2305,0.1680,0.1211,0.0352,0.1758,0.1445,0.0352,0.4063,0.5430,0.0039,0.0977,0.3438,0.0391,0.0352,0.0391,0.0703,0.4571,0.0742,0.4024,0.0156,0.2500
2013Q4,2.0148,2.6480,0.2840,0.2725,2.6749,2.6787,0.9748,1.2242,3.0855,0.7599,0.5680,2.2796,1.0746,2.7785,0.9863,0.2917,0.3991,1.3394,0.2878,0.4375,2.2374,0.1343,0.8443,0.4529,0.5910,0.6793,0.1151,0.1497,1.2933,1.1628,0.3377,0.7599,0.0844,0.0038,0.0883,0.2149,0.8213,1.2818,1.4929,0.0077,0.7330,0.3991,0.0461,0.0959,0.0077,0.0768,0.4030,0.9479,0.3032,0.1689,0.2188,0.1228,0.4912,0.1305,0.3454,0.2034,0.0269,0.0576,0.0077,0.6639,0.1382,0.0345,0.3569,0.0269,0.3070,0.6946,0.4413,0.3646,0.0038,0.5718,0.4989,0.2456,0.0959,0.1573,0.0614,0.0614,0.6064,0.2034,0.1842,0.2533,0.1996,0.1190,0.0422,0.1842,0.1573,0.0192,0.4145,0.5258,0.0038,0.1266,0.3339,0.0345,0.0384,0.0345,0.0729,0.4567,0.0614,0.3684,0.0154,0.2840
2014Q1,2.2271,2.6385,0.3435,0.3322,2.7669,2.7329,0.9437,1.1588,3.1330,0.8606,0.6681,2.1931,1.1211,2.7933,0.9663,0.2831,0.3737,1.3815,0.3246,0.4605,2.1742,0.1434,0.8002,0.4605,0.6606,0.8229,0.1170,0.1661,1.2872,1.2306,0.4152,0.7059,0.0944,0.0000,0.1057,0.2340,1.0003,1.3325,1.4797,0.0038,0.7851,0.3963,0.0491,0.0906,0.0113,0.1057,0.4756,0.9286,0.2907,0.2303,0.2680,0.1208,0.5171,0.1548,0.3058,0.2076,0.0264,0.0906,0.0113,0.6983,0.1434,0.0453,0.3548,0.0226,0.2718,0.7663,0.4832,0.4303,0.0038,0.5851,0.5624,0.2303,0.1019,0.1548,0.0868,0.0717,0.5964,0.2227,0.2340,0.2642,0.2454,0.0944,0.0491,0.2001,0.2038,0.0264,0.4605,0.5020,0.0113,0.1246,0.3737,0.0453,0.0377,0.0453,0.0868,0.4869,0.0453,0.3699,0.0151,0.3020
2014Q2,2.3024,2.7309,0.4394,0.3886,2.8108,2.8217,0.9696,1.1149,3.0904,0.9950,0.7227,2.3024,1.1221,2.7454,0.8716,0.2506,0.3377,1.4199,0.3922,0.4213,2.0663,0.1453,0.7771,0.4612,0.6972,0.8425,0.1453,0.1925,1.2565,1.1584,0.4140,0.6682,0.0835,0.0073,0.1453,0.2433,1.1221,1.2855,1.5180,0.0036,0.7735,0.3886,0.0980,0.1307,0.0145,0.0835,0.5738,0.9551,0.2941,0.2469,0.2687,0.1198,0.5556,0.1779,0.3050,0.1852,0.0182,0.0980,0.0182,0.6936,0.1162,0.0363,0.3341,0.0182,0.2506,0.7808,0.4902,0.4467,0.0073,0.5810,0.6210,0.2106,0.1017,0.1743,0.0872,0.0799,0.5919,0.2469,0.2542,0.2833,0.2615,0.1017,0.0545,0.1961,0.2324,0.0363,0.4721,0.5193,0.0073,0.1489,0.4358,0.0472,0.0472,0.0690,0.1198,0.4975,0.0327,0.4176,0.0254,0.3414
2014Q3,2.4483,2.8838,0.5058,0.4672,2.9084,2.9295,0.9238,1.1030,3.0735,1.0151,0.8009,2.2762,1.1556,2.7293,0.7798,0.2389,0.3196,1.4823,0.4180,0.3899,2.1005,0.1581,0.7763,0.4391,0.7341,0.8852,0.1475,0.1932,1.2575,1.0222,0.4566,0.6007,0.0632,0.0070,0.1475,0.2915,1.1873,1.3980,1.4823,0.0070,0.8219,0.3829,0.1159,0.1686,0.0246,0.0984,0.5585,0.9062,0.3618,0.2740,0.2459,0.1089,0.5409,0.2072,0.3056,0.1932,0.0141,0.1159,0.0281,0.6955,0.0984,0.0351,0.3372,0.0141,0.2283,0.8184,0.4742,0.5128,0.0141,0.5690,0.5901,0.1897,0.1194,0.1475,0.1019,0.0703,0.6147,0.2248,0.2529,0.2810,0.2283,0.1054,0.0597,0.1721,0.2283,0.0562,0.4777,0.4777,0.0070,0.1897,0.4110,0.0386,0.0492,0.0597,0.1124,0.5199,0.0422,0.4601,0.0351,0.3618
2014Q4,2.4802,2.8740,0.5389,0.4836,2.9673,2.8533,0.9672,1.1054,3.0295,1.0778,0.8774,2.3144,1.1848,2.6668,0.7703,0.2349,0.3213,1.5579,0.4352,0.3834,2.0622,0.1554,0.7841,0.4491,0.7530,0.9327,0.1554,0.1934,1.2919,1.0052,0.5112,0.6356,0.0760,0.0069,0.1554,0.3213,1.2574,1.3714,1.4336,0.0069,0.8325,0.3800,0.1140,0.1831,0.0242,0.1071,0.6045,0.8740,0.3869,0.2694,0.2349,0.1209,0.5527,0.2211,0.3040,0.2176,0.0276,0.1071,0.0345,0.6494,0.1071,0.0276,0.3385,0.0104,0.1969,0.8705,0.5078,0.5216,0.0173,0.5665,0.5803,0.1658,0.1347,0.1451,0.1071,0.0864,0.6149,0.2245,0.2763,0.2694,0.2487,0.0967,0.0760,0.1693,0.2314,0.0725,0.4836,0.4974,0.0069,0.1831,0.4594,0.0449,0.0553,0.0656,0.1174,0.5458,0.0415,0.5078,0.0345,0.3523
2015Q1,2.5896,2.8657,0.6263,0.5152,2.9634,2.9027,0.9631,1.1348,2.9836,1.2089,0.8856,2.2562,1.2527,2.5391,0.7408,0.2425,0.3132,1.5995,0.5321,0.3468,2.0440,0.1246,0.7711,0.4950,0.7914,0.9261,0.1751,0.2694,1.2426,0.9496,0.4916,0.5994,0.0673,0.0101,0.1987,0.2930,1.3773,1.2965,1.3706,0.0101,0.8486,0.3873,0.1145,0.2054,0.0303,0.1145,0.6196,0.9193,0.4310,0.2593,0.2256,0.1381,0.5657,0.2660,0.3165,0.2155,0.0236,0.1044,0.0404,0.5960,0.0808,0.0370,0.3233,0.0168,0.1987,0.8654,0.4681,0.4950,0.0269,0.5287,0.6028,0.1785,0.1347,0.2256,0.1179,0.1111,0.6398,0.1987,0.2290,0.2795,0.2425,0.0943,0.0775,0.1313,0.2627,0.0673,0.4344,0.5152,0.0034,0.2223,0.4344,0.0370,0.0505,0.1044,0.1381,0.5354,0.0471,0.5287,0.0404,0.3738
